Name,product_link,image,off,color,Details,Care_For_Me,Delivery
Pretty Lace Satin Slip,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/pretty-lace-satin-slip,,or 4 payments of$with,Black,"Less is more in this stunning cami slip nightie, featuring lace detailing on our stunning silky feel satin fabrication. Sultry, sexy and stylish for you tonight!Adjustable spaghetti strapsSweetheart necklineLace trim along the bust and hemSilky feel satinLightweight and drapes beautifully/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Feel The Love Slinky,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/feel-the-love-slinky-816594-multi-1,,or 4 payments of$with,Multi,"The only gift better than a bunch of roses is this stunning slinky nightie! Featuring lace trims and cute bow detailing, this one will definitely make you feel special in the bedroom.&amp;nbsp;Adjustable spaghetti strapsSweetheart necklineLace trim along the bust and hemBow detailSlim fit with stretchKnee lengthComes in matching gift box/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Feel The Love Satin Gown,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/feel-the-love-satin-gown-816596-multi-1,,or 4 payments of$with,Multi,"You'll be wrapped with this gorgeous floral kimono style gown, in our much loved poly satin fabrication. Be sure to pair with the matching nightie for the perfect night time look./Relaxed fitWide 3/4 length sleevesMatching self fabric tie with Peter Alexander embroideryFront pockets&amp;nbsp;Piping details on pockets, cuffs and collarSilky feel satinLightweight and drapes beautifully/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Fuzzy Cardi Gown,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/fuzzy-cardi-gown-816598-grey-1,,or 4 payments of$with,Grey,"This comfy cardi style gown is sure to become your new cosy favourite! It's super soft to touch, lightweight but warm enough to throw on year round and makes the cutest set when paired with our matching mid shorts, pants or long sleeve.&amp;nbsp;Slim fitLightweight gownLong lengthLong sleeves with cuffsSide pockets&amp;nbsp;Self fabric tiePenny logo embroidery/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash separately using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeWarm iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
You're My Lobster Tee,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/youre-my-lobster-tee-816599-pink-1,,or 4 payments of$with,Pink,"Celebrate love with this adorable Friends tee, that's designed to match the one who you always want to hold claws with! Be sure to pair with our Ross &amp;amp; Rachel mid shorts for a complete set.&amp;nbsp;&amp;nbsp;Round neckShort sleevesRegular fit/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Candy Stripe Classic Pj Pant,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/candy-stripe-classic-pj-pant-817473-multi-1,,or 4 payments of$with,Multi,"Sweet like candy, this pink stripe PJ pant is perfect for adding a pop of colour to your bedtime routine. Be sure to pair with your favourite P.A. tee!Elastic waistbandDrawstringClassic straight leg pant shape/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Friends Short,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/friends-short-817852-multi-1,,or 4 payments of$with,Multi,"This is the one where you fall in love with Peter's adorable new Friends mid shorts, perfect for matching with your lobster this Valentine's Day!&amp;nbsp;Elastic waistbandDrawstringMid short lengthComes in a matching gift boxMatching print also available in mens/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Keith Haring Short,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/keith-haring-short-817855-multi-1,,or 4 payments of$with,Multi,Celebrate the life and artwork of Keith Haring with this fun printed long length short. Be sure to pair with the matching PJ top for the complete look!Elastic waistbandLonger leg length/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Knit Heart Cardi,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/knit-heart-cardi-818163-multi-1,,or 4 payments of$with,Multi,"Show yourself some lovin' with this comfy, cosy fluffy knit cardi! Featuring an all over heart print and designed to pair with your favourite P.A. pyjamas./Oversized relaxed fitLong sleevesButton downSide pocketsFitted rib sleeve cuffsPenny logo embroideryFluffy yarn/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Knit Heart Crop Top,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/knit-heart-crop-top-818164-multi-1,,or 4 payments of$with,Multi,"Show yourself some lovin' with this comfy, fluffy knit crop top! Featuring an all over heart print and designed to pair with the matching fashion shorts./Crop style topElastic band under bustAll over heart printThin strapsFluffy yarn/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Knit Heart Short,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/knit-heart-short-818172-multi-1,,or 4 payments of$with,Multi,"Show yourself some lovin' with this comfy, fluffy knit fashion short! Featuring an all over heart print and designed to pair with the matching crop and cardi./Elastic high waistbandMini short lengthFluffy yarnAll over heart print/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Black Bamboo Jersey Pj Set,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/black-bamboo-jersey-pj-set-818173-black-1,,or 4 payments of$with,Black,"Go back to black with this classic block colour PJ set, featuring a button down shirt and matching PJ shorts with pink contrast trims. Perfectly packed into a fabric bag, ready to gift!Collar &amp;amp; button down frontTop patch pocketShort sleevesContrast pink pipingMatching mini length PJ shortElastic waistbandDrawstringComes in matching bag/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Grey Bamboo Blend Pj Set,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/grey-bamboo-blend-pj-set-818174-grey-marle-1,,or 4 payments of$with,Grey Marle,"You won't be feeling grey in this bamboo blend PJ set! Featuring a short sleeve shirt and matching mini shorts, this ultra soft and comfy set is sure to become a nighttime staple.Collar &amp;amp; button down frontTop patch pocketShort sleevesContrast pipingMatching mini length PJ shortElastic waistbandDrawstringComes in matching bag/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Cream Rib Sweater,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/cream-rib-sweater-818175-cream-1,,or 4 payments of$with,Cream,"This comfy rib long sleeve top is sure to become your new cosy favourite! It's super soft to touch and makes the cutest set when paired with our matching mid shorts, pants or gown.&amp;nbsp;Round neckLong sleevesRegular fitHi low hemTop patch pocket/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash separately using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeWarm iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Cream Rib Pj Pant,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/cream-rib-pj-pant-818176-cream-1,,or 4 payments of$with,Cream,This comfy rib PJ pant is sure to become your new cosy favourite! It's super soft to touch and makes the cutest set when paired with our matching long sleeve and gown.&amp;nbsp;Elastic waistbandDrawstringWide leg pant shapeLong lengthSide pockets/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wearCold gentle machine wash separately using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeWarm iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Cream Rib Short,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/cream-rib-short-818177-cream-1,,or 4 payments of$with,Cream,This comfy rib long short is sure to become your new cosy favourite! It's super soft to touch and makes the cutest set when paired with our matching long sleeve and gown.&amp;nbsp;Elastic waistbandDrawstring&amp;nbsp;Longer leg lengthSide pockets/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wearCold gentle machine wash separately using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeWarm iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Keith Haring Tee,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/keith-haring-tee-818773-white-1,,or 4 payments of$with,White,Celebrate the life and artwork of Keith Haring with this fun printed oversized tee. Be sure to pair with the matching PJ shorts for the complete look!Round neckShort sleevesOversized fitLonger hem length at back/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Keith Haring Shortie Pj Set,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/keith-haring-shortie-pj-set-818779-multi-1,,or 4 payments of$with,Multi,"Celebrate the life and artwork of Keith Haring with this fun printed PJ set, featuring a short sleeve shirt and mid shorts. Be sure to pair with the matching slides for the complete look!Collar &amp;amp; button down frontPenny logo embroideryShort sleevesMatching PJ shortElastic waistbandDrawstringComes in matching bagSide pockets/Model is usually a size 8 and wears a small/","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Leopard Classic Pj Pant,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/leopard-classic-pj-pant-819531-multi-1,,or 4 payments of$with,Multi,"She'll go wild for this silky feel classic PJ pant, made from our best selling satin fabrication. Be sure to pair with the matching cami for the perfect set.&amp;nbsp;Elastic waistbandDrawstringClassic straight leg pant shapeLonger length/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wringRemove promptlyDo not tumble dryLine dry in shadeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Heart Dogs Shortie Pj Set,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/heart-dogs-shortie-pj-set-819903-multi-1,,or 4 payments of$with,Multi,"This paw-some set features a short sleeve shirt and matching mini shorts, in an all over puppy print. Perfect for any dog lover!Collar &amp;amp; button down frontPenny logo embroideryShort sleevesMatching PJ shortElastic waistbandDrawstringComes in matching bag/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Pizza My Heart Tee,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/pizza-my-heart-tee-819909-grey-marle-1,,or 4 payments of$with,Grey Marle,"We don't mean to be cheesy, but we're sure this women's tee will steal a pizza your heart this Valentine's Day! Make it a complete look with our pizza mid shorts, and grab a matching pair for your main slice.Round neckShort sleevesOversized fitMatching print also available for men/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergentTurn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishmentDo not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Pizza Short,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/pizza-short-819912-multi-1,,or 4 payments of$with,Multi,"We don't mean to be cheesy, but we're sure this women's mid length PJ short will steal a pizza your heart this Valentine's Day! Make it a complete look with our pizza tee, and grab a matching pair for your main slice.Elastic waistbandDrawstringMid short lengthComes in a matching gift boxMatching print also available in men'sSide pockets/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash separately using mild detergent&amp;nbsp;Turn inside out&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Keith Haring Brief,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/keith-haring-brief-842402-pink-1,,or 4 payments of$with,Pink,"Make a statement in these Keith Haring print women's boyshort briefs, which feature our signature Peter Alexander exposed elasticated waistband and some of Haring's iconic artwork.Exposed P.A. logo waistbandForm fittingBoyshortComes in matching gift box/&amp;nbsp;","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Lace Bralette,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/lace-bralette-842403-black-1,,or 4 payments of$with,Black,"Seductive and sweet, this black lace bralette is sure to make you feel extra special at night. Wear with the matching brief to stay cute all summer long.Plunging V neck&amp;nbsp;All over lace/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Lace Brief,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/lace-brief-842404-black-1,,or 4 payments of$with,Black,Mix up your nighttime routine with this lace trim black brief. Be sure to pair with the matching bralette for a put together look!Full coverage briefLace trim around legs/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wear&amp;nbsp;Cold gentle machine wash with like colours using mild detergent inside a laundry bagDo not soak, bleach, rub or wring&amp;nbsp;Remove promptly&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Heart Tank Pj Set,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/heart-tank-pj-set-842405-multi-1,,or 4 payments of$with,Multi,"Make it a summer of love with this heart print intimates set! This sweet tank and boyshort combo is made from a soft cotton blend, trimmed with pink lace and is packaged in a matching gift box for easy gifting.Low cut neckSleevelessRegular fitBow detailsElastic waistbandBoyshort lengthLace trimComes in gift box/Model is usually a size 8 and wears a small./","ul&gt;Wash before wearCold gentle machine wash with like colours using mild detergent&amp;nbsp;Turn inside outDo not soak, bleach, rub or wringRemove promptlyDo not tumble dryDry flat in shade easing back into shapeCool iron on reverse if needed excluding print or embellishment&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Pink Floral Eye Mask,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/pink-floral-eye-mask-868699-multi-1,,or 4 payments of$with,Multi,"Sleep tight in this floral print eye mask, that completes any bedtime look.Pattern print on outerSoftly paddedSuper soft inner lining&amp;nbsp;P.A. logo elasticated strap/Model is usually a size 8 and wears a small./",,"Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Charcoal Mulberry Silk Eye Mask,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/charcoal-mulberry-silk-eye-mask-868704-charcoal-1,,or 4 payments of$with,Charcoal,Sleep like royalty in this P.A. mulberry silk eye mask.16mm Momme weight100% mulberry silk outerSoftly paddedSuper soft inner lining&amp;nbsp;Elasticated self fabric strapComes in matching box/Model is usually a size 8 and wears a small./,"ul&gt;Wash before wear&amp;nbsp;Cold hand wash separately using mild detergent&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Gently roll in towel to remove excess water&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron under cloth if needed excluding print or embellishment&amp;nbsp;Store flat&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
Charcoal Mulberry Silk Pillowcase,https://www.peteralexander.com.au/shop/en/peteralexander/whats-new/all-new/charcoal-mulberry-silk-pillowcase-868705-charcoal-1,,or 4 payments of$with,Charcoal,"Our silk pillowcase defines beauty sleeping. Silk is luxuriously smooth to touch, which makes sleeping on it a must. The softness of our 100% silk pillowcase allows the skin and hair to slide when you sleep, whilst its natural fibres allow your skin to breathe, minimising irritation.Standard size pillow case 50cm x 75cm16mm Momme weightEmbroidered Penny logoSingle pillow caseComes in gift box/Model is usually a size 8 and wears a small./","ul&gt;Wash before wear&amp;nbsp;Cold hand wash separately using mild detergent&amp;nbsp;Do not soak, bleach, rub or wring&amp;nbsp;Gently roll in towel to remove excess water&amp;nbsp;Do not tumble dry&amp;nbsp;Dry flat in shade easing back into shape&amp;nbsp;Cool iron under cloth if needed excluding print or embellishment&amp;nbsp;Store flat&amp;nbsp;Do not dry clean/","Delivery 
Australian Standard Delivery$9.99
Australian Express Delivery$14.99
View full delivery information

Returns
Exchanges and refunds for Christmas purchases are extended up until the 15th of January 2023.
30 day returns or exchanges online and in store
Afterpay, Zip, Humm and Openpay returns must be sent to our online store via post, exchanges accepted in store or online.
View full returns information"
